41.88415,-87.63241
37.77916,-122.42005
45.51179,-122.67563
51.50632,-0.12714
37.54703,-122.31483
39.74001,-104.99226
1.32026,103.78871
48.85692,2.341209999999999
40.71455,-74.00712
52.51607,13.37698
39.29055,-76.6096
43.64856,-79.38533
39.08166,-77.15124
44.93746,-91.39251
53.4796,-2.24881
40.82624,-74.47995
37.83721,-94.35868
27.94017,-82.32547
31.3893,35.36124
44.97903,-93.26493
40.73197,-74.17418
40.7038,-73.83168
30.08615,-94.10158
51.42099,-0.20702
35.78577,-80.88892
-23.56287,-46.65466
34.05349,-118.24532
41.50471,-81.69074
42.33168,-83.04792
35.91463,-79.05661
34.36401,-89.51877
29.76045,-95.36978
39.53657,-81.24338
36.16778,-86.77836
34.35919,-90.27585
54.48303,-3.53444
33.74831,-84.39111
46.35316,-94.20069
-37.81753,144.96715
18.11526,-77.27348
52.88356,-1.974059999999999
55.95415,-3.20277
50.82821,-0.13449
-24.9162,133.39311
38.8991,-77.029
56.65286,-3.996669999999999
35.82213,-88.91599
53.74319,-0.34592
35.14968,-90.04892
42.39376,-71.03237
56.153,10.20452
61.21756,-149.85776
40.19033,-82.66947
62.19845,17.55142
39.9275,-75.03055
34.28946,-118.71766
53.82507,-3.02075
54.31392,-2.23218
42.73383,-84.59334
39.02675,-84.21585
38.99792,-105.55096
40.5725,-74.154
35.90209,14.44812
41.93825,-93.38989
56.01162,-3.719469999999999
36.15398,-95.99277
46.81274,-71.21935
34.49948,-82.01486
52.47859,-1.9086
39.15093,-123.2079
27.94653,-82.45927
41.66017,-86.17258
36.19524,-86.51858
40.99471,-77.60454
50.45663,4.871369999999999
-26.20494,28.04003
33.52029,-86.8115
49.38426,-84.75627
47.60356,-122.32944
50.06007,19.93259
38.43773,-122.71242
39.55792,-7.844809999999999
50.36079,7.592789999999999
-34.60852,-58.37354
54.31407,-2.23001
27.9758,-81.54106
29.95369,-90.07771
30.38815,-96.0878
18.22328,-66.42889
43.04999,-76.14739
35.00476,135.70743
54.5958,-5.93494
-33.86963,151.20695
31.55379,-90.10785
34.7519,-92.13055
43.07295,-89.38669
59.33217,18.06243
36.71832,-4.42016
60.17116,24.93258
56.29936,-2.65978
38.74339,-82.99361
53.19729,-2.89373
54.50125,-8.18998
39.37413,22.95775
51.27562,0.17898000000000003
51.45623,13.52453
49.26044,-123.11403
43.65914,-70.25665
33.89528,-118.22433
40.14323,-74.72671
18.01571,-76.79731
34.31109,-94.02978
42.31256,-71.08868
52.8029,-2.106329999999999
33.51711,-90.18043
33.62646,-80.9474
43.04181,-87.90684
32.61436,-86.68073
17.15199,-96.20941
55.84291,-4.419839999999999
52.71464,-2.76267
37.28848,-121.94486
51.70308,-3.04319
37.27188,-119.27023
43.02809,-83.32278
35.67048,139.74092
23.62574,-101.95625
19.4319,-99.13285
39.73926,-89.50409
55.67631,12.56935
35.2225,-80.83754
42.78668,-96.92803
51.45238,-0.9960299999999991
43.1555,-77.61603
29.65195,-82.32318
37.16793,-95.84502
51.43558,-2.57518
32.77815,-96.7954
34.83338,-89.17571
40.43831,-79.99745
35.69566,-89.40763
51.27597,1.07561
51.91892,19.1343
51.45366,-2.591429999999999
51.69051,-0.03381
8.4177,-80.11278
40.79086,-73.96644
34.1688,-118.61092
50.7204,-1.88091
53.89128,-68.43114
53.79449,-1.54658
52.20987,0.11156
63.8313,23.1362
33.99604,-117.75801
51.16418,10.45415
31.5909,130.65604
32.74863,-97.32925
52.22357,6.895369999999999
39.95227,-75.16237
43.57607,7.01815
50.11204,8.683419999999998
17.61099,8.08094
33.86404,-118.39535
38.25486,-85.7664
53.40977,-2.9784799999999994
52.40698,-1.50776
48.13641,11.57752
39.10295,-94.58306
51.48126,-3.18067
-10.40633,-77.23871
51.57198,0.46694
40.65507,-73.94888
46.73016,-117.18148
51.57306,-0.77619
32.35006,-90.88153
31.1689,-100.07715
44.51279,-88.01016
64.55653,12.66538
33.6671,-117.76505
-35.70522,-71.34109
40.57885,-74.21956
37.08571,-88.59583
64.95014,26.06739
50.55356,9.67469
51.77045,0.6425499999999991
35.25082,-91.74015
41.30711,-72.92496
35.21962,-80.01955
41.60299,-87.33715
48.73872,-69.0844
45.51228,-73.55439
